invid,classid,description,description,qty,tot,subclassid,name1,desc,i_desc,firsttransaction,sequence,txn_date
23621,SERV,Services,,16,598.40,,Tudor Glen Veterinary Hospital,Rabies Vaccination 1 Year add on,Rabies Vaccination 1 Year,1456759,7,10/31/2025 18:15:33:419
23621,SERV,Services,,20,748.00,,Tudor Glen Veterinary Hospital,Rabies Vaccination 1 Year add on,Rabies Vaccination 1 Year,1442263,7,8/30/2025 17:35:05:993
23621,SERV,Services,,15,561.00,,Tudor Glen Veterinary Hospital,Rabies Vaccination 1 Year add on,Rabies Vaccination 1 Year,1435299,7,7/31/2025 18:27:44:508
23621,SERV,Services,,22,822.80,,Tudor Glen Veterinary Hospital,Rabies Vaccination 1 Year add on,Rabies Vaccination 1 Year,1427983,7,6/30/2025 18:30:05:565
23621,SERV,Services,,22,822.80,,Tudor Glen Veterinary Hospital,Rabies Vaccination 1 Year add on,Rabies Vaccination 1 Year,1449426,7,9/30/2025 18:33:25:34
23621,SERV,Services,,19,710.60,,Tudor Glen Veterinary Hospital,Rabies Vaccination 1 Year add on,Rabies Vaccination 1 Year,1477746,7,1/31/2026 19:14:15:897
23621,SERV,Services,,24,870.37,,Tudor Glen Veterinary Hospital,Rabies Vaccination 1 Year add on,Rabies Vaccination 1 Year,1464415,7,11/29/2025 18:45:33:008
23621,SERV,Services,,15,561.00,,Tudor Glen Veterinary Hospital,Rabies Vaccination 1 Year add on,Rabies Vaccination 1 Year,1485086,7,2/28/2026 19:09:20:447
23621,SERV,Services,,18,673.20,,Tudor Glen Veterinary Hospital,Rabies Vaccination 1 Year add on,Rabies Vaccination 1 Year,1413429,7,4/30/2025 18:37:16:465
23622,SERV,Services,,26,972.40,,Tudor Glen Veterinary Hospital,Rabies Vaccination 3 Year Add On,Rabies Vaccination 3 Year,1435299,6,7/31/2025 18:27:44:508
23622,SERV,Services,,31,1122.00,,Tudor Glen Veterinary Hospital,Rabies Vaccination 3 Year Add On,Rabies Vaccination 3 Year,1442263,6,8/30/2025 17:35:05:993
23622,SERV,Services,,24,843.08,,Tudor Glen Veterinary Hospital,Rabies Vaccination 3 Year Add On,Rabies Vaccination 3 Year,1464415,6,11/29/2025 18:45:33:008
23622,SERV,Services,,38,1421.20,,Tudor Glen Veterinary Hospital,Rabies Vaccination 3 Year Add On,Rabies Vaccination 3 Year,1420600,6,5/31/2025 18:04:44:559
23622,SERV,Services,,31,1084.60,,Tudor Glen Veterinary Hospital,Rabies Vaccination 3 Year Add On,Rabies Vaccination 3 Year,1406169,6,3/31/2025 18:16:31:852
23622,SERV,Services,,31,1220.00,,Tudor Glen Veterinary Hospital,Rabies Vaccination 3 Year Add On,Rabies Vaccination 3 Year,1485086,6,2/28/2026 19:09:20:447
23622,SERV,Services,,36,1346.40,,Tudor Glen Veterinary Hospital,Rabies Vaccination 3 Year Add On,Rabies Vaccination 3 Year,1456759,6,10/31/2025 18:15:33:419
23622,SERV,Services,,32,1294.80,,Tudor Glen Veterinary Hospital,Rabies Vaccination 3 Year Add On,Rabies Vaccination 3 Year,1477746,6,1/31/2026 19:14:15:897
23622,SERV,Services,,24,897.60,,Tudor Glen Veterinary Hospital,Rabies Vaccination 3 Year Add On,Rabies Vaccination 3 Year,1427983,6,6/30/2025 18:30:05:565
23622,SERV,Services,,30,1122.00,,Tudor Glen Veterinary Hospital,Rabies Vaccination 3 Year Add On,Rabies Vaccination 3 Year,1471068,6,12/31/2025 18:16:10:824
23622,SERV,Services,,33,1234.20,,Tudor Glen Veterinary Hospital,Rabies Vaccination 3 Year Add On,Rabies Vaccination 3 Year,1449426,6,9/30/2025 18:33:25:34
23622,SERV,Services,,40,1496.00,,Tudor Glen Veterinary Hospital,Rabies Vaccination 3 Year Add On,Rabies Vaccination 3 Year,1413429,6,4/30/2025 18:37:16:465
23623,SERV,Services,,28,3791.20,,Tudor Glen Veterinary Hospital,Feline FVRCP Alone,Feline FVRCP,1464415,6,11/29/2025 18:45:33:008
23623,SERV,Services,,21,2843.40,,Tudor Glen Veterinary Hospital,Feline FVRCP Alone,Feline FVRCP,1442263,6,8/30/2025 17:35:05:993
23623,SERV,Services,,19,2572.60,,Tudor Glen Veterinary Hospital,Feline FVRCP Alone,Feline FVRCP,1427983,6,6/30/2025 18:30:05:565
23623,SERV,Services,,15,2031.00,,Tudor Glen Veterinary Hospital,Feline FVRCP Alone,Feline FVRCP,1413429,6,4/30/2025 18:37:16:465
23623,SERV,Services,,30,4062.00,,Tudor Glen Veterinary Hospital,Feline FVRCP Alone,Feline FVRCP,1477746,6,1/31/2026 19:14:15:897
23623,SERV,Services,,26,3520.40,,Tudor Glen Veterinary Hospital,Feline FVRCP Alone,Feline FVRCP,1435299,6,7/31/2025 18:27:44:508
23623,SERV,Services,,14,1895.60,,Tudor Glen Veterinary Hospital,Feline FVRCP Alone,Feline FVRCP,1485086,6,2/28/2026 19:09:20:447
23623,SERV,Services,,27,3655.80,,Tudor Glen Veterinary Hospital,Feline FVRCP Alone,Feline FVRCP,1456759,6,10/31/2025 18:15:33:419
23623,SERV,Services,,20,2708.00,,Tudor Glen Veterinary Hospital,Feline FVRCP Alone,Feline FVRCP,1471068,6,12/31/2025 18:16:10:824
23623,SERV,Services,,27,3655.80,,Tudor Glen Veterinary Hospital,Feline FVRCP Alone,Feline FVRCP,1449426,6,9/30/2025 18:33:25:34
23623,SERV,Services,,10,1354.00,,Tudor Glen Veterinary Hospital,Feline FVRCP Alone,Feline FVRCP,1406169,6,3/31/2025 18:16:31:852
23623,SERV,Services,,19,2437.20,,Tudor Glen Veterinary Hospital,Feline FVRCP Alone,Feline FVRCP,1420600,6,5/31/2025 18:04:44:559
23624,SERV,Services,,8,1083.20,,Tudor Glen Veterinary Hospital,Rabies Vaccine 1 Year Alone,Rabies Vaccine 1 Year,1464415,6,11/29/2025 18:45:33:008
23624,SERV,Services,,27,3655.80,,Tudor Glen Veterinary Hospital,Rabies Vaccine 1 Year Alone,Rabies Vaccine 1 Year,1442263,6,8/30/2025 17:35:05:993
23624,SERV,Services,,8,1083.20,,Tudor Glen Veterinary Hospital,Rabies Vaccine 1 Year Alone,Rabies Vaccine 1 Year,1435299,6,7/31/2025 18:27:44:508
23624,SERV,Services,,13,1760.20,,Tudor Glen Veterinary Hospital,Rabies Vaccine 1 Year Alone,Rabies Vaccine 1 Year,1406169,6,3/31/2025 18:16:31:852
23624,SERV,Services,,15,2031.00,,Tudor Glen Veterinary Hospital,Rabies Vaccine 1 Year Alone,Rabies Vaccine 1 Year,1477746,6,1/31/2026 19:14:15:897
23624,SERV,Services,,16,2166.40,,Tudor Glen Veterinary Hospital,Rabies Vaccine 1 Year Alone,Rabies Vaccine 1 Year,1456759,6,10/31/2025 18:15:33:419
23624,SERV,Services,,8,1083.20,,Tudor Glen Veterinary Hospital,Rabies Vaccine 1 Year Alone,Rabies Vaccine 1 Year,1420600,6,5/31/2025 18:04:44:559
23624,SERV,Services,,21,2843.40,,Tudor Glen Veterinary Hospital,Rabies Vaccine 1 Year Alone,Rabies Vaccine 1 Year,1449426,6,9/30/2025 18:33:25:34
23624,SERV,Services,,11,1489.40,,Tudor Glen Veterinary Hospital,Rabies Vaccine 1 Year Alone,Rabies Vaccine 1 Year,1485086,6,2/28/2026 19:09:20:447
23624,SERV,Services,,16,2166.40,,Tudor Glen Veterinary Hospital,Rabies Vaccine 1 Year Alone,Rabies Vaccine 1 Year,1471068,6,12/31/2025 18:16:10:824
23624,SERV,Services,,20,2708.00,,Tudor Glen Veterinary Hospital,Rabies Vaccine 1 Year Alone,Rabies Vaccine 1 Year,1427983,6,6/30/2025 18:30:05:565
23624,SERV,Services,,12,1624.80,,Tudor Glen Veterinary Hospital,Rabies Vaccine 1 Year Alone,Rabies Vaccine 1 Year,1413429,6,4/30/2025 18:37:16:465
23626,SERV,Services,,5,677.00,,Tudor Glen Veterinary Hospital,Feline Leukemia Annual Alone,Feline Leukemia Annual,1435299,6,7/31/2025 18:27:44:508
23626,SERV,Services,,7,947.80,,Tudor Glen Veterinary Hospital,Feline Leukemia Annual Alone,Feline Leukemia Annual,1456759,6,10/31/2025 18:15:33:419
23626,SERV,Services,,4,541.60,,Tudor Glen Veterinary Hospital,Feline Leukemia Annual Alone,Feline Leukemia Annual,1477746,6,1/31/2026 19:14:15:897
23626,SERV,Services,,7,947.80,,Tudor Glen Veterinary Hospital,Feline Leukemia Annual Alone,Feline Leukemia Annual,1464415,6,11/29/2025 18:45:33:008
23626,SERV,Services,,11,1489.40,,Tudor Glen Veterinary Hospital,Feline Leukemia Annual Alone,Feline Leukemia Annual,1413429,6,4/30/2025 18:37:16:465
23626,SERV,Services,,12,1624.80,,Tudor Glen Veterinary Hospital,Feline Leukemia Annual Alone,Feline Leukemia Annual,1420600,6,5/31/2025 18:04:44:559
23626,SERV,Services,,2,270.80,,Tudor Glen Veterinary Hospital,Feline Leukemia Annual Alone,Feline Leukemia Annual,1442263,6,8/30/2025 17:35:05:993
23626,SERV,Services,,5,550.13,,Tudor Glen Veterinary Hospital,Feline Leukemia Annual Alone,Feline Leukemia Annual,1449426,6,9/30/2025 18:33:25:34
23626,SERV,Services,,2,270.80,,Tudor Glen Veterinary Hospital,Feline Leukemia Annual Alone,Feline Leukemia Annual,1485086,6,2/28/2026 19:09:20:447
23626,SERV,Services,,3,406.20,,Tudor Glen Veterinary Hospital,Feline Leukemia Annual Alone,Feline Leukemia Annual,1427983,6,6/30/2025 18:30:05:565
23626,SERV,Services,,3,406.20,,Tudor Glen Veterinary Hospital,Feline Leukemia Annual Alone,Feline Leukemia Annual,1406169,6,3/31/2025 18:16:31:852
23626,SERV,Services,,5,677.00,,Tudor Glen Veterinary Hospital,Feline Leukemia Annual Alone,Feline Leukemia Annual,1471068,6,12/31/2025 18:16:10:824
23643,SERV,Services,,14,523.60,,Tudor Glen Veterinary Hospital,Feline FVRCP Add On,,1449426,5,9/30/2025 18:33:25:34
23643,SERV,Services,,19,648.60,,Tudor Glen Veterinary Hospital,Feline FVRCP Add On,,1435299,5,7/31/2025 18:27:44:508
23643,SERV,Services,,17,598.60,,Tudor Glen Veterinary Hospital,Feline FVRCP Add On,,1456759,5,10/31/2025 18:15:33:419
23643,SERV,Services,,20,748.00,,Tudor Glen Veterinary Hospital,Feline FVRCP Add On,,1406169,5,3/31/2025 18:16:31:852
23643,SERV,Services,,15,561.00,,Tudor Glen Veterinary Hospital,Feline FVRCP Add On,,1471068,5,12/31/2025 18:16:10:824
23643,SERV,Services,,31,898.80,,Tudor Glen Veterinary Hospital,Feline FVRCP Add On,,1485086,5,2/28/2026 19:09:20:447
23643,SERV,Services,,10,374.00,,Tudor Glen Veterinary Hospital,Feline FVRCP Add On,,1413429,5,4/30/2025 18:37:16:465
23643,SERV,Services,,26,895.38,,Tudor Glen Veterinary Hospital,Feline FVRCP Add On,,1464415,5,11/29/2025 18:45:33:008
23643,SERV,Services,,18,623.60,,Tudor Glen Veterinary Hospital,Feline FVRCP Add On,,1477746,5,1/31/2026 19:14:15:897
23643,SERV,Services,,19,710.60,,Tudor Glen Veterinary Hospital,Feline FVRCP Add On,,1442263,5,8/30/2025 17:35:05:993
23643,SERV,Services,,25,873.00,,Tudor Glen Veterinary Hospital,Feline FVRCP Add On,,1420600,5,5/31/2025 18:04:44:559
23643,SERV,Services,,22,698.80,,Tudor Glen Veterinary Hospital,Feline FVRCP Add On,,1427983,5,6/30/2025 18:30:05:565
23644,SERV,Services,,44,1645.60,,Tudor Glen Veterinary Hospital,Canine DA2PPv Add On,Canine DA2PPv Vaccination,1471068,6,12/31/2025 18:16:10:824
23644,SERV,Services,,35,1220.20,,Tudor Glen Veterinary Hospital,Canine DA2PPv Add On,Canine DA2PPv Vaccination,1464415,6,11/29/2025 18:45:33:008
23644,SERV,Services,,40,1496.00,,Tudor Glen Veterinary Hospital,Canine DA2PPv Add On,Canine DA2PPv Vaccination,1477746,6,1/31/2026 19:14:15:897
23644,SERV,Services,,38,1421.20,,Tudor Glen Veterinary Hospital,Canine DA2PPv Add On,Canine DA2PPv Vaccination,1485086,6,2/28/2026 19:09:20:447
23644,SERV,Services,,34,1271.60,,Tudor Glen Veterinary Hospital,Canine DA2PPv Add On,Canine DA2PPv Vaccination,1435299,6,7/31/2025 18:27:44:508
23644,SERV,Services,,39,1458.60,,Tudor Glen Veterinary Hospital,Canine DA2PPv Add On,Canine DA2PPv Vaccination,1449426,6,9/30/2025 18:33:25:34
23644,SERV,Services,,40,1496.00,,Tudor Glen Veterinary Hospital,Canine DA2PPv Add On,Canine DA2PPv Vaccination,1406169,6,3/31/2025 18:16:31:852
23644,SERV,Services,,45,1645.60,,Tudor Glen Veterinary Hospital,Canine DA2PPv Add On,Canine DA2PPv Vaccination,1442263,6,8/30/2025 17:35:05:993
23644,SERV,Services,,23,860.20,,Tudor Glen Veterinary Hospital,Canine DA2PPv Add On,Canine DA2PPv Vaccination,1456759,6,10/31/2025 18:15:33:419
23644,SERV,Services,,37,1383.80,,Tudor Glen Veterinary Hospital,Canine DA2PPv Add On,Canine DA2PPv Vaccination,1413429,6,4/30/2025 18:37:16:465
23644,SERV,Services,,41,1533.40,,Tudor Glen Veterinary Hospital,Canine DA2PPv Add On,Canine DA2PPv Vaccination,1420600,6,5/31/2025 18:04:44:559
23644,SERV,Services,,49,1832.60,,Tudor Glen Veterinary Hospital,Canine DA2PPv Add On,Canine DA2PPv Vaccination,1427983,6,6/30/2025 18:30:05:565
29046,SERV,Services,,2,442.00,,Tudor Glen Veterinary Hospital,Pear Tree Impression Ying Yang ,,1406169,7,3/31/2025 18:16:31:852
29046,SERV,Services,,1,221.00,,Tudor Glen Veterinary Hospital,Pear Tree Impression Ying Yang ,,1485086,7,2/28/2026 19:09:20:447
32372,SERV,Services,,4,276.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck from Emergency,,1435299,5,7/31/2025 18:27:44:508
32372,SERV,Services,,11,759.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck from Emergency,,1406169,5,3/31/2025 18:16:31:852
32372,SERV,Services,,7,483.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck from Emergency,,1449426,5,9/30/2025 18:33:25:34
32372,SERV,Services,,5,345.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck from Emergency,,1413429,5,4/30/2025 18:37:16:465
32372,SERV,Services,,5,345.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck from Emergency,,1477746,5,1/31/2026 19:14:15:897
32372,SERV,Services,,8,552.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck from Emergency,,1464415,5,11/29/2025 18:45:33:008
32372,SERV,Services,,8,552.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck from Emergency,,1442263,5,8/30/2025 17:35:05:993
32372,SERV,Services,,5,345.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck from Emergency,,1456759,5,10/31/2025 18:15:33:419
32372,SERV,Services,,7,483.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck from Emergency,,1471068,5,12/31/2025 18:16:10:824
32372,SERV,Services,,8,552.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck from Emergency,,1427983,5,6/30/2025 18:30:05:565
32372,SERV,Services,,4,276.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck from Emergency,,1420600,5,5/31/2025 18:04:44:559
32372,SERV,Services,,2,138.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck from Emergency,,1485086,5,2/28/2026 19:09:20:447
32373,SERV,Services,,1,75.00,,Tudor Glen Veterinary Hospital,Oral Exam (not including sedation),Oral Exam,1406169,5,3/31/2025 18:16:31:852
3354,SERV,Services,,1,92.00,,Tudor Glen Veterinary Hospital,Consultation ,,1427983,10,6/30/2025 18:30:05:565
3354,SERV,Services,,1,98.00,,Tudor Glen Veterinary Hospital,Consultation ,,1464415,11,11/29/2025 18:45:33:008
3354,SERV,Services,,1,98.00,,Tudor Glen Veterinary Hospital,Consultation ,,1471068,11,12/31/2025 18:16:10:824
3354,SERV,Services,,1,30.00,,Tudor Glen Veterinary Hospital,Consultation ,,1435299,11,7/31/2025 18:27:44:508
3354,SERV,Services,,2,184.00,,Tudor Glen Veterinary Hospital,Consultation ,,1413429,10,4/30/2025 18:37:16:465
3543,SERV,Services,,2,0,,Tudor Glen Veterinary Hospital,Health Exam Wellness Program,,1464415,1,11/29/2025 18:45:33:008
36072,SERV,Services,,1,66.00,,Tudor Glen Veterinary Hospital,Jackson Prat Drain,,1442263,6,8/30/2025 17:35:05:993
36072,SERV,Services,,1,66.00,,Tudor Glen Veterinary Hospital,Jackson Prat Drain,,1435299,6,7/31/2025 18:27:44:508
40240,SERV,Services,,1,-5.00,,Tudor Glen Veterinary Hospital,Pet Perks $5 Off Service,,1464415,3,11/29/2025 18:45:33:008
40240,SERV,Services,,1,-5.00,,Tudor Glen Veterinary Hospital,Pet Perks $5 Off Service,,1477746,3,1/31/2026 19:14:15:897
40242,SERV,Services,,7,-70.00,,Tudor Glen Veterinary Hospital,Pet Perks $10 Off Service,,1477746,1,1/31/2026 19:14:15:897
40242,SERV,Services,,4,-40.00,,Tudor Glen Veterinary Hospital,Pet Perks $10 Off Service,,1413429,1,4/30/2025 18:37:16:465
40242,SERV,Services,,3,-30.00,,Tudor Glen Veterinary Hospital,Pet Perks $10 Off Service,,1464415,1,11/29/2025 18:45:33:008
40242,SERV,Services,,5,-50.00,,Tudor Glen Veterinary Hospital,Pet Perks $10 Off Service,,1442263,1,8/30/2025 17:35:05:993
40242,SERV,Services,,4,-40.00,,Tudor Glen Veterinary Hospital,Pet Perks $10 Off Service,,1435299,1,7/31/2025 18:27:44:508
40242,SERV,Services,,5,-50.00,,Tudor Glen Veterinary Hospital,Pet Perks $10 Off Service,,1420600,1,5/31/2025 18:04:44:559
40242,SERV,Services,,2,-20.00,,Tudor Glen Veterinary Hospital,Pet Perks $10 Off Service,,1449426,1,9/30/2025 18:33:25:34
40242,SERV,Services,,5,-50.00,,Tudor Glen Veterinary Hospital,Pet Perks $10 Off Service,,1456759,1,10/31/2025 18:15:33:419
40242,SERV,Services,,5,-50.00,,Tudor Glen Veterinary Hospital,Pet Perks $10 Off Service,,1427983,1,6/30/2025 18:30:05:565
40242,SERV,Services,,16,-150.00,,Tudor Glen Veterinary Hospital,Pet Perks $10 Off Service,,1485086,1,2/28/2026 19:09:20:447
40242,SERV,Services,,2,-20.00,,Tudor Glen Veterinary Hospital,Pet Perks $10 Off Service,,1471068,1,12/31/2025 18:16:10:824
40242,SERV,Services,,2,-20.00,,Tudor Glen Veterinary Hospital,Pet Perks $10 Off Service,,1406169,1,3/31/2025 18:16:31:852
40243,SERV,Services,,51,-1111.00,,Tudor Glen Veterinary Hospital,Pet Perks Complimentary Nail Trim ,,1464415,1,11/29/2025 18:45:33:008
40243,SERV,Services,,55,-1028.50,,Tudor Glen Veterinary Hospital,Pet Perks Complimentary Nail Trim ,,1449426,1,9/30/2025 18:33:25:34
40243,SERV,Services,,50,-803.00,,Tudor Glen Veterinary Hospital,Pet Perks Complimentary Nail Trim ,,1456759,1,10/31/2025 18:15:33:419
40243,SERV,Services,,38,-759.00,,Tudor Glen Veterinary Hospital,Pet Perks Complimentary Nail Trim ,,1420600,1,5/31/2025 18:04:44:559
40243,SERV,Services,,40,-858.00,,Tudor Glen Veterinary Hospital,Pet Perks Complimentary Nail Trim ,,1442263,1,8/30/2025 17:35:05:993
40243,SERV,Services,,56,-1331.00,,Tudor Glen Veterinary Hospital,Pet Perks Complimentary Nail Trim ,,1477746,1,1/31/2026 19:14:15:897
40243,SERV,Services,,51,-979.00,,Tudor Glen Veterinary Hospital,Pet Perks Complimentary Nail Trim ,,1435299,1,7/31/2025 18:27:44:508
40243,SERV,Services,,43,-967.18,,Tudor Glen Veterinary Hospital,Pet Perks Complimentary Nail Trim ,,1485086,1,2/28/2026 19:09:20:447
40243,SERV,Services,,50,-1122.00,,Tudor Glen Veterinary Hospital,Pet Perks Complimentary Nail Trim ,,1406169,1,3/31/2025 18:16:31:852
40243,SERV,Services,,42,-676.53,,Tudor Glen Veterinary Hospital,Pet Perks Complimentary Nail Trim ,,1471068,1,12/31/2025 18:16:10:824
40243,SERV,Services,,39,-874.50,,Tudor Glen Veterinary Hospital,Pet Perks Complimentary Nail Trim ,,1413429,1,4/30/2025 18:37:16:465
40243,SERV,Services,,139,-891.00,,Tudor Glen Veterinary Hospital,Pet Perks Complimentary Nail Trim ,,1427983,1,6/30/2025 18:30:05:565
40244,SERV,Services,,28,-919.46,,Tudor Glen Veterinary Hospital,Pet Perks Comp Anal Gland Expression ,,1435299,1,7/31/2025 18:27:44:508
40244,SERV,Services,,23,-903.80,,Tudor Glen Veterinary Hospital,Pet Perks Comp Anal Gland Expression ,,1420600,1,5/31/2025 18:04:44:559
40244,SERV,Services,,23,-751.59,,Tudor Glen Veterinary Hospital,Pet Perks Comp Anal Gland Expression ,,1477746,1,1/31/2026 19:14:15:897
40244,SERV,Services,,24,-753.76,,Tudor Glen Veterinary Hospital,Pet Perks Comp Anal Gland Expression ,,1449426,1,9/30/2025 18:33:25:34
40244,SERV,Services,,17,-449.24,,Tudor Glen Veterinary Hospital,Pet Perks Comp Anal Gland Expression ,,1464415,1,11/29/2025 18:45:33:008
40244,SERV,Services,,29,-915.64,,Tudor Glen Veterinary Hospital,Pet Perks Comp Anal Gland Expression ,,1471068,1,12/31/2025 18:16:10:824
40244,SERV,Services,,26,-641.60,,Tudor Glen Veterinary Hospital,Pet Perks Comp Anal Gland Expression ,,1456759,1,10/31/2025 18:15:33:419
40244,SERV,Services,,17,-437.40,,Tudor Glen Veterinary Hospital,Pet Perks Comp Anal Gland Expression ,,1485086,1,2/28/2026 19:09:20:447
40244,SERV,Services,,21,-600.76,,Tudor Glen Veterinary Hospital,Pet Perks Comp Anal Gland Expression ,,1442263,1,8/30/2025 17:35:05:993
40244,SERV,Services,,31,-1125.20,,Tudor Glen Veterinary Hospital,Pet Perks Comp Anal Gland Expression ,,1413429,1,4/30/2025 18:37:16:465
40244,SERV,Services,,20,-729.47,,Tudor Glen Veterinary Hospital,Pet Perks Comp Anal Gland Expression ,,1427983,1,6/30/2025 18:30:05:565
40244,SERV,Services,,17,-541.56,,Tudor Glen Veterinary Hospital,Pet Perks Comp Anal Gland Expression ,,1406169,1,3/31/2025 18:16:31:852
40245,SERV,Services,,118,-3450.00,,Tudor Glen Veterinary Hospital,Pet Perks $30 Off of Service,,1485086,2,2/28/2026 19:09:20:447
40245,SERV,Services,,46,-1390.84,,Tudor Glen Veterinary Hospital,Pet Perks $30 Off of Service,,1442263,2,8/30/2025 17:35:05:993
40245,SERV,Services,,49,-1530.00,,Tudor Glen Veterinary Hospital,Pet Perks $30 Off of Service,,1471068,2,12/31/2025 18:16:10:824
40245,SERV,Services,,28,-840.00,,Tudor Glen Veterinary Hospital,Pet Perks $30 Off of Service,,1406169,2,3/31/2025 18:16:31:852
40245,SERV,Services,,44,-1260.00,,Tudor Glen Veterinary Hospital,Pet Perks $30 Off of Service,,1420600,2,5/31/2025 18:04:44:559
40245,SERV,Services,,45,-1500.00,,Tudor Glen Veterinary Hospital,Pet Perks $30 Off of Service,,1427983,2,6/30/2025 18:30:05:565
40245,SERV,Services,,96,-2995.00,,Tudor Glen Veterinary Hospital,Pet Perks $30 Off of Service,,1477746,2,1/31/2026 19:14:15:897
40245,SERV,Services,,57,-1710.00,,Tudor Glen Veterinary Hospital,Pet Perks $30 Off of Service,,1456759,2,10/31/2025 18:15:33:419
40245,SERV,Services,,59,-1800.00,,Tudor Glen Veterinary Hospital,Pet Perks $30 Off of Service,,1449426,2,9/30/2025 18:33:25:34
40245,SERV,Services,,61,-2010.00,,Tudor Glen Veterinary Hospital,Pet Perks $30 Off of Service,,1464415,2,11/29/2025 18:45:33:008
40245,SERV,Services,,34,-1020.00,,Tudor Glen Veterinary Hospital,Pet Perks $30 Off of Service,,1413429,2,4/30/2025 18:37:16:465
40245,SERV,Services,,32,-960.00,,Tudor Glen Veterinary Hospital,Pet Perks $30 Off of Service,,1435299,2,7/31/2025 18:27:44:508
40246,SERV,Services,,1,-50.00,,Tudor Glen Veterinary Hospital,Pet Perks $50 off of Dental Procedure,,1427983,1,6/30/2025 18:30:05:565
